【朗報】ハンカチ王子斎藤佑樹選手（３２）、引退報道否定「ボロボロになるまで野球続けたい」:ツイッター速報	0
【芸能】長澤まさみ、RADWIMPS野田洋次郎との交際報道を見て全力否定！	0
渡辺えり、激ヤセ報道を否定「むしろ4キロ太った」(週刊女性PRIME)-LINENEWS	0
存在自体がパワハラだわ#坂上坂上忍のパワハラで『バイキング』9月終了を直撃	0
〝パワハラ疑惑〟坂上忍　「バイキング」１時間拡大も正念場「コケたら終わり」	0
斎藤佑樹の引退報道で振り返る、豊作だった“ハンカチ世代”の選手たち（週刊SPA!）-Yahoo!ニュース	0
石田ゆり子　年下デザイナーと中華料理店で“お見合い”撮(NEWSポストセブン)-LINEアカウントメディア#linenewsから	0
長澤まさみ・野田洋次郎がベトナム料理店＆バーデート！意気投合な会話に交際発展の予感　#長澤まさみ#野田洋次郎#デート#交際#バー#熱愛	0
指原莉乃の5ch自演書き込み疑惑を事務所が否定　noteのIPアドレス流出で…	0
BlockBパクキョンのいじめ暴露を計画？ソン・ハイェの事務所代表、黒幕疑惑を否定「攻撃したい気持ちはあったが…」	0
俳優チュー・イーロンがすでに結婚＆一児のパパに？ネット上のうわさを事務所は否定【↓その他の写真はこちら↓】	0
クォン・サンウ＆お笑い芸人カン・ソンボムに賭博疑惑？元記者が暴露…所属事務所は否定	0
指原莉乃〝５ちゃん書き込み疑惑〟が再燃「ｎｏｔｅ」ＩＰアドレス漏えいで（東スポWeb）-Yahoo!ニュース	0
【追記】#BlockB#バッキョン学生時代のいじめの暴露に関連し音源買い占めを言及された#ソン・ハイェの事務所が裏で情報を横流しした説浮上	0
チュンチュン激ヤセ疑惑否定「竹竿になってない！TiredfaceTiredfaceTiredface」｜BBnews#中信兄弟#チュンチュン#CPBL#小鬼#エイリアンホァン	0
ルカシェンコはアルメニアのアルメン・サキシャン大統領との電話会談で半年間の間にベラルーシからアゼルバイジャンへの軍事物資の輸送についての疑惑を否定したという。	0
[SUPERJUNIOR】リョウクの恋人アリ「新天地」信者疑惑やその他の噂を再度否定#SUPERJUNIOR#TAHITI#アリ#カフェ	0
人気YouTuber「ヴァンゆん」ゆんが豊胸疑惑を否定！「育乳用の下着で育てた」⇒#アメブロより	0
DerrickMayに対するセクシャルハラスメント疑惑が報じられる。本人は事実無根であるとステイトメントを出し、疑惑を否定。問題の発端は代表曲の「StringsOfLife」にあるという。#DerrickMay	0
キンタナ「隠すことない」チーム関係者拘束もドーピング疑惑否定	0
山尾志桜里氏「男女の関係はありません」不倫疑惑を否定し、民進離党　吉と出るか、凶と出るか(木村正人)-Y!ニュース	0
【SUPERJUNIOR】リョウクが熱愛認めるも恋人アリ（元TAHITI）に様々な噂（「新天地」説、カフェの開店資金援助、匂わせSNS、など）	0
山尾志桜里議員はガソリン問題の次は不倫問題!学生時代から恋多いことで有名だった	0
“千人計画協力”は「悪質なデマ」　学術会議元会長や内閣府が否定　野党ヒアリング詳報-毎日新聞	0
woo!ah!ミンソ、校内暴力の加害者？突然の噂を事務所が否定「悪質なデマに法的措置も」	0
小泉今日子が出馬報道を否定ネットでは安堵の声も「良かった」。小泉今日子が4日、自身が代表取締役を務める制作会社の公式Twitterを更新。「共産党から出馬」との週刊誌の報道を否定投稿を。多くのファンは「ですよね」「良かった、デマで」などと安堵ようだ・・今日のネタ。	0
【話題】『小泉今日子、共産党から出馬準備』|ShareNewsJapan#ちょうどいいラジオ希望の光だな。	0
【速報】自民・林元文科相衆院に“鞍替え”　山口３区から出馬へ[クロ★]	0
東京・六本木の弁護士に人格を否定する内容のメール&amp;弁護士事務所に事務所の入るビルのエントランスで自殺します！を送り業務を妨害したなどとして39歳の女が逮捕されました。	0
