id,user,created_at,text,,,fav,RT,follower,follows
1.33237E+18,JG26487434,2020/11/27 17:18,爆問・田中「10億円豪邸建設中」報道を否定「違うからね、間違っているからね本当に」(スポニチアネックス)#Yahooニュースhttps://t.co/xp8U1CgiQD,1,,0,0,136,353
1.33162E+18,brainexpert134,2020/11/25 15:07,小林麻耶の“司会降板”報道をTOKYO MXが否定「事実ではない」（ABEMA TIMES） https://t.co/FLcSnhQgsF https://t.co/QZEfz0G5ZV,1,,0,1,807,1661
1.3312E+18,conan3,2020/11/24 11:49,オンラインクレーンゲーム「トレバ」運営会社、“スタッフが裏操作”の報道について不正を否定(ねとらぼ)#Yahooニュースhttps://t.co/cy2FlO3GJj,1,,0,0,2618,1955
1.33045E+18,kiyotarou69,2020/11/22 10:09,アメブロを投稿しました。『山下智久「祖母の葬式を欠席」報道を妹が完全否定「祖母は元気です」』#アメブロ #山下智久 https://t.co/VJHTXNJ8lf,1,,0,0,172,1351
1.32994E+18,goal_fun,2020/11/21 0:19,セバージョス＆D・ルイスが練習中に衝突と報道…アルテタは「視力が悪くて…」とジョークとともに否定 https://t.co/dmYl3JYBIO,1,,0,0,4910,427
1.32994E+18,sportsyaru1,2020/11/21 0:11,ハメスが報道に反論。不振コロンビア代表のチーム内不和を強く否定 https://t.co/lMGpRYgNeS https://t.co/WKcuT1iBE0,1,,0,0,194,136
1.32979E+18,AchillesAntenna,2020/11/20 13:54,山下智久の妹・山下莉奈が祖母死去報道を完全否定。女性セブン記事に反論、ガセネタと判明で批判殺到…画像あり https://t.co/cezON7sM7w,1,,3,2,973,0
1.33156E+18,Favcapture,2020/11/25 11:16,【かまいたち山内】不倫報道での自粛に否定的「僕は自粛する気ない」 [首都圏の虎★] https://t.co/IxD5ZrzM3j,0,,2,0,435,78
1.33304E+18,dos05169043,2020/11/29 13:18,@togatogaunion ただ、こういった認識も大分穏やかになったとは思います。政府要人暗殺、テロ工作に総連が関わっていた80〜90年代ではもっと厳しかったのが、最近は民放やKBSでも劣悪な環境などを訴える報道もありますから。ただ、そういったYouTube動画のコメントなどはやや否定的です。,,,0,0,21650,17390
1.33304E+18,saekocat,2020/11/29 13:16,@Cherbou43269100 ニュースがダメよね。但し、自然科学番組は、NHKのレベル越えるものは他局では無理かと。ニュースに内閣の声掛かりで偏向報道するから全部否定されちゃうよね。結構いい番組作ってるし、私は好きなNHKだが、しかし、近年のニュースはあかんな。自民党に忖度してるよ。,,,0,0,318,331
1.33303E+18,PandaAco,2020/11/29 13:06,@Kumakumasan903 だんだん仰っている事がズレてきているようですが、あったことは否定しておりませんし報道も勿論ありました。ですがくまくまさんの最初のツイートを読む限りでは今現在もあると誤解されても仕方のない書き方で、然るべき対応をされているのなら東電も把握しているはずですよね？,,,0,0,2153,1635
1.33303E+18,aqua_2500,2020/11/29 13:02,彼女はとうとう我慢し切れないで笑った | Kayleigh McEnany https://t.co/zAXkKDtsNR @YouTubeより マクナニー報道官の勝ち！「精神障害者だからよ！！」って言い放つところが怖いですね。その後自分が言っている言葉を否定していますが、あなたがどうかしてるのだと思います。,,,0,0,35,105
1.33302E+18,f54265079,2020/11/29 12:26,宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定 (中日スポーツ) - LINEアカウントメディア https://t.co/jmrDuqt1EJ,,,0,0,1690,593
1.33302E+18,DdsFlamingo,2020/11/29 12:26,行き過ぎたコミュニケーション国会議員が「先生」と呼ばれてることに初めて納得しました大変勉強になりました宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定(中日スポーツ)#Yahooニュースhttps://t.co/RstVWPnooC,,,5,4,2338,1067
1.33302E+18,BLACKWIND000,2020/11/29 12:23,イソジン騒動引き起こし居直り図る大阪府知事 https://t.co/Hdc8z7y15B 放送直後からドラッグストアにうがい薬を求める客が殺到し、急に売り切れになるなどの弊害が出た。また製造会社の株価も、報道直後から急に値上がりした。専門家からは否定的な見解が相次いだ。吉村知事は、居直りで責任転嫁。,,,2,0,461,892
1.33302E+18,Nyanger_b,2020/11/29 12:09,面接では第一印象を大事に。「悪印象はとくに残りやすいからである。これを否定性へのバイアスと呼ぶ。新聞などである人の犯罪の嫌疑が報道された場合、それがあとで誤報であったことが分かっても、その人の名誉が完全には回復されない可能性がある」（『悪意の心理学』）https://t.co/FfFQHUhg5o,,,0,0,98,144
1.33302E+18,jagata_kun,2020/11/29 12:07,【宮崎謙介氏】「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定  [首都圏の虎★] https://t.co/hQLDA0q9BO,,,0,0,54,122
1.33302E+18,348spider2,2020/11/29 12:02,獣宮崎「ホテルでマッサージを受けた」だと⁉️よくもまあ抜け抜けと大嘘がつけるな💢これじゃ大嘘つき安倍の「秘書がしたので知りません」と同じくらいの大嘘や😡宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定 https://t.co/WJ3JjrB8iI,,,1,0,1651,2238
1.33302E+18,Subho_ho,2020/11/29 12:00,【宮崎謙介氏】「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定  [首都圏の虎★] https://t.co/Wy6RMRp5aU,,,0,0,412,471
1.33301E+18,hotelfreak2020,2020/11/29 11:45,夫婦で身体張ってるなー。もはや全てが戦略なんじゃないかと思う。宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定：中日スポーツ・東京中日スポーツ https://t.co/3xJJm7a0Rc,,,0,0,106,5
1.33301E+18,gelcyz,2020/11/29 11:16,早大に医学部？1926年（大正15）10月21日付『河北新報』朝刊。報道が先行し結果的には実現しなかったのだろうか。早稲田の関係者も報道内容は否定しつつ、この時点で「大正二十一年の早大創立五十年記念会までには内科外科を始めレントゲン科まで設置する計画」があることを語っていた。 https://t.co/jC11IKLbVr,,,0,0,1376,2159
1.333E+18,hiroco2003,2020/11/29 11:03,欧州｢移民受け入れ｣で国が壊れた4ステップ  https://t.co/8TeUJnbjvb1：学者やマスコミは、「政治的な正しさ」（ポリティカル・コレクトネス）に過敏になり、移民受け入れに肯定的な見解や調査結果は積極的に報道する一方、否定的なものは、「報道しない自由」を行使し、大衆の耳に入りにくくする,,,0,0,116,108
1.333E+18,ItsrXcnyOeR577U,2020/11/29 11:03,【宮崎謙介氏】「ホテルで行きすぎたコミュニケーション」２度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定https://t.co/qPCj2FXDsj,,,4,0,174,235
1.333E+18,BIWAKO101,2020/11/29 10:53,@rog01020218 @HYamane7 新コロナ対策医療介護福祉、生活保障、災害対策の為に、違憲自衛隊解体し、全軍事費5000000000000円余を使おう!菅首相は9月8日ＴＢＳの報道番組で「憲法は自衛隊を否定している」と明言!その通りだ。違憲自衛隊は、銃刀法違反、爆発物取締罰則違反の重罪殺人犯罪武装暴力団だ。日本最悪の。菅首相は https://t.co/Ekp1yPkEA3,,,257,139,9897,10590
1.333E+18,pGAnrlqCgFMLY0R,2020/11/29 10:31,≪極右の台頭する世界。戦争防止を最優先に≫①、国際的な軍縮合意。侵略等の禁止②、愛国主義の否定③、ファシズムの否定④、資本主義、競争主義の害悪を知る⑤、権力の平等、分散⑥、公共良識基準や風紀を真剣に守る⑦、教育、文化、報道の見直し⑧、政治、社会の議論を活発化する,,,20,0,4269,102
1.33299E+18,Mono3Nao,2020/11/29 10:01,錦戸亮、抹消された「エグイ報道」 “へべれけ合コン”はYouTubeで否定もhttps://t.co/5Y4huOWJ7L,,,0,0,199,325
1.33298E+18,dream__truth,2020/11/29 9:49,バンキシャのNINE密着、いろいろ言われがちなライブエンターテイメントがどれだけの対策に取り組んでるか、否定的な報道ばかりで苦しかった中できちんと伝えてくれて嬉しかった。こうやって少しずつ伝わってまた戻っていけたらいいな。。,,,0,0,69,26
1.33298E+18,jyanijyani_news,2020/11/29 9:39,ジャニーズ ニュース : 山Pの妹が身内に関する報道内容を否定！？週刊誌の報道に「突然ですが祖母は元気です」 　#ジャニーズhttps://t.co/QB9Y8xFX72,,,0,0,697,744
1.33298E+18,niningasih,2020/11/29 9:21,お茶の研究自体は否定しないけどさ。報道はもっと考えてほしい,,,1,1,6537,7106
1.33298E+18,s9rATjdsBjfQLI3,2020/11/29 9:16,駄目だ！実体のない恐怖に怯え生きる事を否定した親子。ただひたすら悲しい。メディアが作りあげた恐怖社会をリセット出来なかったからだ！何故他人の意見を聞かずにメディアの情報を信じる？メディアはあなたの死を報道するがそれに対する感情は無い！ https://t.co/tgPfnypoKF,,,0,1,1188,987
1.33298E+18,e8aMzntgKkI4c7W,2020/11/29 9:14,@PdiuvYVDp9JnSqe ソレ！さして否定するわけでもなく、まして訴訟を起こすわけでもない。つまり、報道内容については聞こえないふりをしてるだけで、自らの非は認めているんだよね。,,,0,0,1552,1282
1.33297E+18,hyoeohuchi,2020/11/29 8:41,@nikejapan Nikeさんよ。中国工場でウイグル人を強制労働させているという報道は本当ですか？Nike Japanは大和民族ヘイト、日本人差別と受け取れるようなツイートを連発しております。ナイキは固有民族を否定する企業なのですか？#NIKE不買https://t.co/2Q2Le0W4Ly,,,0,0,214,224
1.33296E+18,Juvichan,2020/11/29 8:29,私はあまり怒らない方だが1〜2年に１度火山のように噴火する癖がある。普段あまり愚痴を言わないので実はストレスを溜めているという友人の指摘を否定はしない。戦争を引き起こさないためには普段から相手にはっきり自分の意思を伝える事も重要だと最近報道を見て自分に当てはめ、ふとそう思った。,,,1,0,222,103
1.33296E+18,Fe_Sato26,2020/11/29 8:22,どっちが本当か…！こいつは戦じゃな。オンラインクレーンゲーム「トレバ」運営会社、“スタッフが裏操作”の報道について不正を否定(ねとらぼ)#Yahooニュースhttps://t.co/xaB584YSSJ,,,0,0,4762,1429
1.33296E+18,pentarou_K,2020/11/29 8:10,宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定 (中日スポーツ) - LINEアカウントメディア https://t.co/9Jr6dmjcOj【新刊をアピール】←( ╹▽╹ )わかるよね?,,,31,12,216443,13671
1.33296E+18,Usako_NGO,2020/11/29 8:01,宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定（中日スポーツ） - Yahoo!ニュース https://t.co/qoVhhpr6YVイキすぎたコミュニケーションってなんですか(棒,,,0,0,56,3
1.33296E+18,JIKOUSIKOU,2020/11/29 8:01,【報道されず】安倍政権のメディア支配進む★閣僚問題扱った週間ポスト編集長を更迭https://t.co/kl8QH0C3CR…大新聞テレビは★菅官房長官から「事実無根」と完全否定されただけで★ダンマリ https://t.co/GDaHcw7Cbf,,,19,12,2465,2676
1.33296E+18,danimal141,2020/11/29 7:52,行きすぎたコミュニケーションは草宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定 (中日スポーツ) - LINEアカウントメディア https://t.co/cb5uH5QRN7,,,0,0,358,398
1.33296E+18,growth_777,2020/11/29 7:50,宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定 (中日スポーツ) - LINEアカウントメディア https://t.co/w4aCE7RTyf,,,0,0,98,144
1.33295E+18,FOREVER_DASAI,2020/11/29 7:46,ファクトチェックのファクトチェックとかいう時代が来ている、メディアも平気で嘘をつくし。ちょっと前の話だが、CNNのトランプと家族周辺デマ報道とそれを右から左に流した日本マスコミにはかなり失望した、速攻当人たちに否定されてたし。,,,0,0,55,120
1.33295E+18,LUNA_8823,2020/11/29 7:27,行きすぎたコミュニケーション宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定 (中日スポーツ) - LINEアカウントメディア https://t.co/BM3Kaw1MVB,,,3,0,1187,886
1.33295E+18,AlfieJapanorama,2020/11/29 7:25,@onoda_kimi オリンピックがキャンセルされたらとても嬉しいです。 来年東京でオリンピックを開催するのは良い考えではないと思います。 しかし、私は外国人についての多くの否定的なメディア報道に腹を立てています。  GoTo旅行とGoTo食べるキャンペーンは、外国人よりもコロナを広めるために多くのことをしました,,,0,0,1372,1814
1.33294E+18,itm_nlab,2020/11/29 7:10,【今週の人気記事】オンラインクレーンゲーム「トレバ」運営会社、“スタッフが裏操作”の報道について不正を否定 https://t.co/EIwPPLjDlQ https://t.co/a6GA2Ez5U3,,,0,0,366,394
1.33294E+18,chatoran5,2020/11/29 7:04,宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定 (中日スポーツ) - LINEアカウントメディア https://t.co/5ift16eIVr,,,1,0,1144,688
1.33294E+18,takamint5555,2020/11/29 6:49,@hinomarukovoI01 昨日のCNNでは、コロナ禍の中で、日本では自殺者が多いと報道していた。日本人もどきで出てきた女が、恥ずかしいけど万引きもした。日本は生活困窮者は、すぐに捨てられる。強姦や性犯罪も多いと。すべてを否定はしないが、やはり日本人もどきだなと思った‼️😥,,,1,0,1109,1610
1.33293E+18,kendyvista,2020/11/29 6:23,これはやっぱりモテる男だと言う事。悪い事だけども。そもそもモテ無ければこう言った事は不可能/宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定（中日スポーツ）#Yahooニュース https://t.co/xUVML1cBAF,,,0,0,746,1609
1.33293E+18,BIWAKO101,2020/11/29 6:20,@danketsu_rentai 菅首相は9月8日ＴＢＳ報道番組で「憲法は自衛隊を否定している」と明言した。その通り!違憲自衛隊解体し、全軍事費5000000000000円余を新コロナ対策医療介護福祉、生活保障、災害対策にきちんと使おう。私達の血税だ。違憲自衛隊は銃刀法違反、爆発物取締罰則違反の重罪犯罪武装暴力団だ。日本最悪の。 https://t.co/JozzeK860n,,,0,0,1039,241
1.33293E+18,junjnk,2020/11/29 6:09,宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定 (中日スポーツ) - LINEアカウントメディア https://t.co/LABy7IFtg8 こんなにも美人でできる奥様をもらい、色々と許してもらってもなお…。性欲が強いなんかですませんなや！笑,,,1,0,1134,1614
1.33291E+18,hanahana3kit,2020/11/29 4:54,武漢肺炎とか、中華ウィルスとか、地名込みで報道したほうが良いような気がする…　このままだと中国のデタラメが広がってしまうので日本や諸外国は否定して中国を避難する必要があると思うな / “アングル：コロナ起源は「輸入冷凍食品」と中国主張、西側は反論（ロイター…” https://t.co/JlqX1aAEAg,,,7,9,73969,770
1.33291E+18,hinoshirosan,2020/11/29 4:52,貴方の傍にもいる全体主義者の特徴1.気勢を上げて勝利を主張、反対や疑念の主張をブロック2.疑惑は一切認めず、反対の声を抑圧3.捏造報道で信憑性を否定し、真実から遠ざける4.相手を攻撃する事で、焦点を反らす5.嘘とプロパガンダを繰り返し報道https://t.co/QcxTmH1H6L @YouTubeより,,,0,0,4,109
1.33291E+18,tC7lPYst5z7L7tE,2020/11/29 4:51,バイデン当選を日米マスコミは既成事実として伝えてるのでそれを否定するかもしれない重大ニュースは伝えないのでしょう。それ以前に某国に指示されており迂闊な報道は出来ない可能性も強い。だからこそ経過によらずトランプ氏再選を望みます。マスコミや世の偏向が大きく改革される機会だからです。 https://t.co/Gwgd67VBmt,,,0,0,489,632
1.33291E+18,kokoitiGSLS_K,2020/11/29 4:45,@fujinomiyamai 『最近気になったニュースは？』と聞かれて「ナゴルノ・カラバフでアルメニア軍とアゼルバイジャン軍が衝突し云々」等と答えるのは間違いなく面倒なｷﾓｵﾀでありまして、これを否定するのは困難であると認識しております(報道官),,,2,0,1555,1784
1.33291E+18,hidetanaka42,2020/11/29 4:39,データを示して、gotoトラによるホテル稼働率と感染者数増加の強い因果関係を否定した福岡市長。在京キー局では報道されない。都合が悪いのか、視野にないのか、データ分析が理解できないのか。 #サンデーモーニング,,,0,0,237,333
1.33291E+18,ChimiTwi,2020/11/29 4:33,φ(.. ) 【宮崎謙介氏】「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定 2度目の不倫が報じられた元衆院議員の宮崎謙介氏(39)が29日、TBS系の情報番※ https://t.co/u9YwC7PmsT 2MM(2chﾌﾞｯｸﾏｰｸ),,,2,2,1376,1487
