id,user,created_at,text,fav,RT,follower,follows
1325586416714145792,H_Specter_DA,2020-11-08 23:50:04,"CNN「メラニア夫人らがトランプに""敗北を認めろ""と説得している」↓メラニア夫人、イヴァンカ氏はこれを否定。速攻でデマ報道とバレたが、ファクトチェックどうなってるの？日本のメディアも検証なしに鵜呑みで報道することをいい加減にやめろ。 https://t.co/B7yjKSB8Q7",2491,1191,3049,891
1325581345528057857,giantspride20,2020-11-08 23:29:55,とくダネもデマ報道してるぜ。メラニア夫人はトランプに敗北宣言するように説得している。って…明確にTwitterでメラニア夫人は戦う姿勢を示していて、報道を否定している。酷すぎる。テレビって必要？いらないでしょ。,8,0,376,524
1325581036365864960,Narodovlastiye,2020-11-08 23:28:41,トランプ大統領が贔屓にしているFOXニュースも、不正選挙だというバカげたデマを否定して、きちんと事実を受け入れているあたり、腐っても民主主義社会のメディアだと思った。CNNのアコスタ記者が出禁にされた時も連帯して抗議をしていたし。これが産経だったら権力に媚び諂って民主主義を汚すだろう。,4641,1465,69405,292
1325580620769054721,sofuti_f1,2020-11-08 23:27:02,@camomillem0703 これはファクトチェックが必要ですね。CNNが報道した夫人の発言を夫人自信が否定してるが、夫人が発言していないと言う確かな証拠がないのでトランプ陣営のデマです。とか。,0,0,330,121
1325578428750290944,granamoryoko18,2020-11-08 23:18:20,まあ感性だとは思いますが、我那覇さんはトランプ派だけに話を聞いて、アメリカメディアからも否定されてるデマを普通に流してる訳で、それを評価するというならやはり貴方の感性の問題でしょうね。。 https://t.co/JturHo7L3r,8,1,15229,898
1325566240853684224,Ezeight,2020-11-08 22:29:54,だがまだ米国はまともだろう。トランプのデマを即座に否定するマスコミがある。大切な人と政治の話ができぬ国…パックンが見た大統領選：朝日新聞デジタル https://t.co/uf5IMlpJeo #アメリカ大統領選2020,2,0,297,183
1325566141092130816,ikemo,2020-11-08 22:29:30,ふと円周率は3というデマ思い出したけど、今なら一次情報を検証する人たちによって即座に否定されるだろうなあ。,0,0,2137,1383
1325564693419716608,HiromiSato36,2020-11-08 22:23:45,❹偽情報にも接しました。アリゾナでは「Sharpie(油性ペン)での投票がカウントされていない」というデマが拡散。地元当局はリリースを出して明確に否定しています。デマを信じた人の話を聞くと、開票作業の長期化に伴う苛立ちが背景にあるようでした。https://t.co/n1doTitrrU https://t.co/EQCnrvPUYJ,28,16,1897,240
1325563901308628993,ifb1z145,2020-11-08 22:20:36,@imariyaki0810 @A0KKKdlLsOKhfOO @mio_sakura0322 @kando_abugen もっと情報を確認したら？事実か否かはともかくとして、不正投票の情報はあがってきているそれを否定する(聞こえていないふりをする)貴方の方がデマを言っていると思いますが？,3,0,9,60
1325556620831596545,usami55511,2020-11-08 21:51:40,一切の不正がなくトランプ大統領の言うことがデマであるというなら、バイデンは自信を持って否定し再集計でもなんでも大いにやってくれという姿勢になるはず。なぜなら公正な投票集計であったなら何度やっても結果は変わらないはずだから。しかしバイデンは、、,2,0,3,23
1325503673728786432,nomoremox,2020-11-08 18:21:17,@MixkeyOdawara @YouTube トランプ氏の「フィラデルフィアで共和党員は開票作業を見れなかった」というデマに対し現場レポーターが「真実ではない(×3回)共和党からも民主党からも監視員が居た」と否定トランプ応援団と言われてたFOXニュースがデマを否定する流れ沈没船から逃げる人達が出てきた模様https://t.co/DBaYKYIHgg,0,0,1249,1838
