id,user,created_at,text,fav,RT,follower,follows
1326310462896496640,skks1028,2020-11-10 23:47:10,NHK否定派には与したくないんだけど、この辺の政権のプレッシャーに負けてしまった報道みたいな状況は確実にあるからなあ・・・ただ逆に政権にへつらってる間はこのようなスクランブルは成立しないという見方も,2,0,332,1355
1326308788689727493,densuke029,2020-11-10 23:40:31,@KadotaRyusho @katsuyatakasu 日本のメディアは完全にバイデン寄りですね。トランプは往生際が悪いというスタンスで投票に問題があった可能性は根拠無く否定。これで法廷に証拠が出てきたらどうするんでしょうね?いつもの様に自分たちの報道は無かったことになるんでしょうか🤔,0,0,94,35
1326305707415592962,sPEr54fuQYqCh3A,2020-11-10 23:28:16,民主党員からすると疑惑を即否定せずに指摘を否定もしない民主党は信じられない。トランプ氏の裁判で白黒付けようという提案はアメリカ的には正義を示そうという姿。日本の偏向報道のような悪あがきではない。裁判は正義だから。だから民主党員がトランプ支持のデモを行ったりもする。,0,0,177,339
1326305362505469952,likepop_oknm,2020-11-10 23:26:54,ホワイトハウスのマケナニー報道官めちゃくちゃドンズバなので自分の中にいるトランプ性を否定できない。 https://t.co/gthYEmBmcR,6,2,1185,783
1326300516062691328,mngmnkycndy,2020-11-10 23:07:39,ワイドショーでテロップに「ファンは...」みたいなの書いてるけど、対してファンでもないそこら辺の映りたがりに適当にインタビューして肯定派否定派とかくそみたいな報道しないで欲しい。毎回思うけど外野黙ってろ案件。,0,0,13,79
1326297717430054914,T_JROW,2020-11-10 22:56:31,コロナウイルスの不思議。・薬の報道後のミンクへの感染後のコロナ変異の報道？・ずっと肯定と否定がつづいている。・これは私たちを試しているのか？・プラスとマイナスは０である？・日本の研究室でコロナができちゃった？・結果コロナと呼ばれるものの正体？＃コロナウイルス,2,0,335,339
1326291095878184966,YurikoHr1012,2020-11-10 22:30:13,@Hatta_Hirofumi 実際幹部でありながら参院選告示前日中央に行こうとした人は除名処分になりましたしね。いくら報道が虚偽でも、本人が否定すれば終わりのはず。集団で外部勢力と結託して報道を叩く姿勢は頂けません。,1,0,672,1266
1326290213941866496,mudaichan_bot,2020-11-10 22:26:42,[憲法]　表現の自由：反論文掲載請求権否定（サンケイ新聞事件）　報道の自由・取材の自由は尊重されるが制約があり得る。取材源について証言拒絶の権利は保障されない。法廷での写真撮影の許可制は合憲。集団行進の自由→制限合憲　営利広告の自由は保障されない。性表現の制約→合憲,0,0,255,2
1326290110996869120,Rin_poke117,2020-11-10 22:26:18,アメリカの一部のメディアで、メラニア夫人ら家族が敗北を認めるよう説得しているっていう誤報がでてるらしい何故日本のメディアもわざわざこれを信じて報道するの？メラニア夫人は否定してるのにほんとトランプ嫌いなんだな https://t.co/yiov6E5dda,3,0,88,125
1326287585929359361,umizaki,2020-11-10 22:16:16,トランプ大統領が投票に不正があったって言ってるのに対して報道で「明確な証拠が示されてない」って否定してるの正直おもろい。証拠なしなのに「疑惑が深まった」って散々言ってた口でよく言うわぁ…,1,1,449,445
1326287452978360320,YurikoHr1012,2020-11-10 22:15:44,@Hatta_Hirofumi 私からはブチギレてるように見えたので、こういう感想を持っただけです。感想を持つこともいけないのですか？虚偽報道だろうとフェイクニュースだろうとそんなに過敏に反応するほどの大スクープでもないじゃないかと思います。本人が否定すればいい話で、集団で報道を叩くのは筋違いかと。,1,1,672,1266
1326285948192133120,kawazoetomoyuk,2020-11-10 22:09:45,こういうワクチン否定や治療薬のアビガンに触れない発言に極めて意図的に感じる「9割に効果」ワクチン報道　都医師会・尾崎会長「まだ効果が分からない。早計に言う話ではない」（THE PAGE）#Yahooニュース https://t.co/NxSOk7MnO9,4,4,4083,5000
1326281687337107456,MasamitsuTakeda,2020-11-10 21:52:50,（続き）森田健作知事が3期12年の任期を全うして退任決意、近々表明との報道。「新しい血を入れるべき」と多選を否定する潔さに賛同。いろいろ強く意見もしましたが、お疲れさまでした。　そして米国ではトランプによる法廷闘争が始まる模様。徹底的に戦う姿勢が凄い。　そして今日も3密回避です。,8,0,453,777
1326281610614829057,MasamitsuTakeda,2020-11-10 21:52:31,令和2年11月11日水曜日　おはようございます。午前中は自民党県連にて政務調査会（12月議会議案審査）、午後から県庁にて私の一般質問準備、その後未定。　森田健作知事が3期12年の任期を全うして退任決意、近々表明との報道。「新しい血を入れるべき」と多選を否定する潔さに賛同。（続く）,5,0,453,777
1326278593404571649,shop_kakiko2,2020-11-10 21:40:32,アメリカのメディアもヤフーもクズ過ぎる。印象操作がミエミエですよ。今の奥さんにデマ報道を否定されたら、次は別れた奥さんですか。別れた奥さんなら普通は良い事を言わないよね。こういう事をすればするほどメディアの信用が落ちていく。https://t.co/ilLY8tOkvI,137,33,2676,2653
